family,outcome,horizon_minutes,draw,shift_buckets,shift_days,permuted_coefficient,valid_observations
future_absolute_return,abs_forward_return_5m_bps,5,33,26037,271.21875,-0.03327503803959289,224182
future_absolute_return,abs_forward_return_5m_bps,5,34,32296,336.4166666666667,0.2833263266083716,225785
future_absolute_return,abs_forward_return_5m_bps,5,35,11250,117.1875,0.11979802768363257,223316
future_absolute_return,abs_forward_return_5m_bps,5,36,29718,309.5625,0.3163365515827093,224897
future_absolute_return,abs_forward_return_5m_bps,5,37,26602,277.1041666666667,0.1471327908325012,224197
future_absolute_return,abs_forward_return_5m_bps,5,38,7305,76.09375,-0.1220906919426648,224408
future_absolute_return,abs_forward_return_5m_bps,5,39,29281,305.0104166666667,-0.4008015015455342,225037
future_absolute_return,abs_forward_return_5m_bps,5,40,24222,252.3125,-0.2700601789908816,223686
future_absolute_return,abs_forward_return_5m_bps,5,41,8701,90.63541666666667,-0.03201064044250488,224277
future_absolute_return,abs_forward_return_5m_bps,5,42,3982,41.479166666666664,0.1907820143924338,225119
future_absolute_return,abs_forward_return_5m_bps,5,43,6685,69.63541666666667,0.10528829294032452,224638
future_absolute_return,abs_forward_return_5m_bps,5,44,6807,70.90625,-0.26710478864302234,224764
future_absolute_return,abs_forward_return_5m_bps,5,45,5132,53.458333333333336,-0.22020113815994938,224667
future_absolute_return,abs_forward_return_5m_bps,5,46,4266,44.4375,0.22396957300086998,224990
future_absolute_return,abs_forward_return_5m_bps,5,47,24476,254.95833333333334,-0.06499338292362423,223754
future_absolute_return,abs_forward_return_5m_bps,5,48,7332,76.375,0.1862680572366176,224292
future_absolute_return,abs_forward_return_5m_bps,5,49,3015,31.40625,-0.09843065527940029,225463
future_absolute_return,abs_forward_return_5m_bps,5,50,28636,298.2916666666667,-0.20038889667653306,224497
future_absolute_return,abs_forward_return_5m_bps,5,51,16157,168.30208333333334,-0.3109864108795167,223180
future_absolute_return,abs_forward_return_5m_bps,5,52,11077,115.38541666666667,-0.24425715744521473,223325
future_absolute_return,abs_forward_return_5m_bps,5,53,8008,83.41666666666667,-0.03985345306801591,224246
future_absolute_return,abs_forward_return_5m_bps,5,54,31163,324.6145833333333,0.45856377411386195,225017
future_absolute_return,abs_forward_return_5m_bps,5,55,18696,194.75,0.13846070224832324,223090
future_absolute_return,abs_forward_return_5m_bps,5,56,24334,253.47916666666666,-0.03172056507530352,223580
future_absolute_return,abs_forward_return_5m_bps,5,57,32399,337.4895833333333,0.04437735014079438,225771
future_absolute_return,abs_forward_return_5m_bps,5,58,32683,340.4479166666667,0.0850855749110607,225493
future_absolute_return,abs_forward_return_5m_bps,5,59,8087,84.23958333333333,-0.3954928939854485,224402
future_absolute_return,abs_forward_return_5m_bps,5,60,14362,149.60416666666666,0.09315778143925929,222683
future_absolute_return,abs_forward_return_5m_bps,5,61,3266,34.020833333333336,-0.040039726308658846,225845
future_absolute_return,abs_forward_return_5m_bps,5,62,20395,212.44791666666666,-0.17509411441534162,222727
future_absolute_return,abs_forward_return_5m_bps,5,63,21676,225.79166666666666,0.17085139474845415,223128
future_absolute_return,abs_forward_return_5m_bps,5,64,7396,77.04166666666667,-0.14724693141374934,224749
future_absolute_return,abs_forward_return_5m_bps,5,65,15330,159.6875,0.14461283712117085,223022
future_absolute_return,abs_forward_return_5m_bps,5,66,31785,331.09375,-0.15865088794390017,225786
future_absolute_return,abs_forward_return_5m_bps,5,67,18656,194.33333333333334,0.019420487003228085,223024
future_absolute_return,abs_forward_return_5m_bps,5,68,27652,288.0416666666667,-0.08639332431646675,224784
future_absolute_return,abs_forward_return_5m_bps,5,69,23177,241.42708333333334,-0.0021130549072875668,223058
future_absolute_return,abs_forward_return_5m_bps,5,70,29050,302.6041666666667,0.06329231360067968,224827
future_absolute_return,abs_forward_return_5m_bps,5,71,5645,58.802083333333336,0.1997236186416845,224843
future_absolute_return,abs_forward_return_5m_bps,5,72,12429,129.46875,0.10957476212318276,222833
future_absolute_return,abs_forward_return_5m_bps,5,73,22023,229.40625,-0.08055987636067588,222873
future_absolute_return,abs_forward_return_5m_bps,5,74,7631,79.48958333333333,0.03186236668876299,224054
future_absolute_return,abs_forward_return_5m_bps,5,75,4136,43.083333333333336,0.3477002645106759,225381
future_absolute_return,abs_forward_return_5m_bps,5,76,4531,47.197916666666664,0.3130968698451697,224822
future_absolute_return,abs_forward_return_5m_bps,5,77,24371,253.86458333333334,-0.24511009935326492,223673
future_absolute_return,abs_forward_return_5m_bps,5,78,14562,151.6875,-0.026933857116661613,222758
future_absolute_return,abs_forward_return_5m_bps,5,79,26880,280.0,-0.21993991027192603,224553
future_absolute_return,abs_forward_return_5m_bps,5,80,21728,226.33333333333334,0.04315379304188444,222978
future_absolute_return,abs_forward_return_5m_bps,5,81,7082,73.77083333333333,0.26660193346294736,224252
future_absolute_return,abs_forward_return_5m_bps,5,82,28679,298.7395833333333,0.14433209943205852,224470
future_absolute_return,abs_forward_return_5m_bps,5,83,23887,248.82291666666666,-0.19495648252857353,223429
future_absolute_return,abs_forward_return_5m_bps,5,84,16574,172.64583333333334,0.30872191581170577,222825
future_absolute_return,abs_forward_return_5m_bps,5,85,7007,72.98958333333333,-0.2789711155577126,224454
future_absolute_return,abs_forward_return_5m_bps,5,86,28190,293.6458333333333,0.2779196280853456,224424
future_absolute_return,abs_forward_return_5m_bps,5,87,19030,198.22916666666666,0.1818424127485016,222998
future_absolute_return,abs_forward_return_5m_bps,5,88,25404,264.625,0.29222030241456903,223935
future_absolute_return,abs_forward_return_5m_bps,5,89,25542,266.0625,-0.1398360964438932,224278
future_absolute_return,abs_forward_return_5m_bps,5,90,2972,30.958333333333332,-0.009858545699543373,225928
future_absolute_return,abs_forward_return_5m_bps,5,91,8320,86.66666666666667,0.08647334922091368,224056
future_absolute_return,abs_forward_return_5m_bps,5,92,16955,176.61458333333334,-0.10717474661626403,222896
future_absolute_return,abs_forward_return_5m_bps,5,93,13755,143.28125,-0.08593165992412795,222899
future_absolute_return,abs_forward_return_5m_bps,5,94,2060,21.458333333333332,-0.13382414425280678,225692
future_absolute_return,abs_forward_return_5m_bps,5,95,25820,268.9583333333333,-0.07663636398417048,224163
future_absolute_return,abs_forward_return_5m_bps,5,96,14561,151.67708333333334,-0.06954048118064524,222719
future_absolute_return,abs_forward_return_5m_bps,5,97,21960,228.75,0.06429387740011383,222959
future_absolute_return,abs_forward_return_5m_bps,5,98,13381,139.38541666666666,-0.012685431038222101,223117
future_absolute_return,abs_forward_return_5m_bps,5,99,31194,324.9375,0.03208666590835386,225408
future_absolute_return,abs_forward_return_5m_bps,5,100,31968,333.0,0.0844847048325009,225914
future_absolute_return,abs_forward_return_5m_bps,5,101,752,7.833333333333333,-0.1792874912518835,226476
future_absolute_return,abs_forward_return_5m_bps,5,102,18089,188.42708333333334,-0.2702343350336719,222873
future_absolute_return,abs_forward_return_5m_bps,5,103,5540,57.708333333333336,0.2376309715945661,224757
future_absolute_return,abs_forward_return_5m_bps,5,104,25780,268.5416666666667,0.13910842074271643,223941
future_absolute_return,abs_forward_return_5m_bps,5,105,32696,340.5833333333333,0.160979616711523,225457
future_absolute_return,abs_forward_return_5m_bps,5,106,24119,251.23958333333334,-0.49481621755549965,223499
future_absolute_return,abs_forward_return_5m_bps,5,107,20444,212.95833333333334,-0.11908473951536244,222940
future_absolute_return,abs_forward_return_5m_bps,5,108,31383,326.90625,-0.06678693216685261,225412
future_absolute_return,abs_forward_return_5m_bps,5,109,24384,254.0,-0.18152724065361392,223780
future_absolute_return,abs_forward_return_5m_bps,5,110,11725,122.13541666666667,-0.09605909374953596,223212
future_absolute_return,abs_forward_return_5m_bps,5,111,22759,237.07291666666666,-0.1322785062424799,223121
future_absolute_return,abs_forward_return_5m_bps,5,112,14330,149.27083333333334,-0.18508656725568684,222789
future_absolute_return,abs_forward_return_5m_bps,5,113,12464,129.83333333333334,-0.03943858929596865,223112
future_absolute_return,abs_forward_return_5m_bps,5,114,29998,312.4791666666667,0.234272193253772,224651
future_absolute_return,abs_forward_return_5m_bps,5,115,26943,280.65625,-0.09004812403437674,224405
future_absolute_return,abs_forward_return_5m_bps,5,116,14105,146.92708333333334,-0.5814276626439977,223157
future_absolute_return,abs_forward_return_5m_bps,5,117,25114,261.6041666666667,0.2520944898501266,223690
future_absolute_return,abs_forward_return_5m_bps,5,118,2912,30.333333333333332,-0.14034154221324724,225562
future_absolute_return,abs_forward_return_5m_bps,5,119,28495,296.8229166666667,-0.024725568360353462,224463
future_absolute_return,abs_forward_return_5m_bps,5,120,5499,57.28125,-0.10600331824049235,224777
future_absolute_return,abs_forward_return_5m_bps,5,121,17698,184.35416666666666,-0.25013240794610164,222626
future_absolute_return,abs_forward_return_5m_bps,5,122,27057,281.84375,0.08943020651819047,224291
future_absolute_return,abs_forward_return_5m_bps,5,123,32800,341.6666666666667,0.35488074503443945,225633
future_absolute_return,abs_forward_return_5m_bps,5,124,5378,56.020833333333336,-0.32322629161625666,225447
future_absolute_return,abs_forward_return_5m_bps,5,125,7699,80.19791666666667,-0.015825416874972246,224134
future_absolute_return,abs_forward_return_5m_bps,5,126,12872,134.08333333333334,-0.36371723756552815,223259
future_absolute_return,abs_forward_return_5m_bps,5,127,20055,208.90625,-0.5208206232293928,223115
future_absolute_return,abs_forward_return_5m_bps,5,128,11391,118.65625,-0.11059196935082632,223303
future_absolute_return,abs_forward_return_5m_bps,5,129,33721,351.2604166666667,-0.034790866516764336,226236
future_absolute_return,abs_forward_return_5m_bps,5,130,21098,219.77083333333334,0.21783376181882522,222893
future_absolute_return,abs_forward_return_5m_bps,5,131,33623,350.2395833333333,0.2956186341021778,226085
future_absolute_return,abs_forward_return_5m_bps,5,132,12575,130.98958333333334,-0.20352392228618302,223253
future_absolute_return,abs_forward_return_5m_bps,5,133,26078,271.6458333333333,0.28336543819302135,224031
future_absolute_return,abs_forward_return_5m_bps,5,134,27926,290.8958333333333,0.09792158534078069,224317
future_absolute_return,abs_forward_return_5m_bps,5,135,7193,74.92708333333333,-0.19888368890318894,224214
future_absolute_return,abs_forward_return_5m_bps,5,136,3607,37.572916666666664,0.23324086634633434,225035
future_absolute_return,abs_forward_return_5m_bps,5,137,15343,159.82291666666666,0.029785695193730546,223090
future_absolute_return,abs_forward_return_5m_bps,5,138,31011,323.03125,-0.4441772433780228,225720
future_absolute_return,abs_forward_return_5m_bps,5,139,31366,326.7291666666667,-0.12586925480742142,225207
future_absolute_return,abs_forward_return_5m_bps,5,140,29035,302.4479166666667,-0.13441332113672264,224763
future_absolute_return,abs_forward_return_5m_bps,5,141,20955,218.28125,-0.26176018644116006,222976
future_absolute_return,abs_forward_return_5m_bps,5,142,3366,35.0625,-0.03976369588674934,225881
future_absolute_return,abs_forward_return_5m_bps,5,143,17645,183.80208333333334,-0.1551338232296221,222813
future_absolute_return,abs_forward_return_5m_bps,5,144,26891,280.1145833333333,-0.07738181136413128,224531
future_absolute_return,abs_forward_return_5m_bps,5,145,6223,64.82291666666667,0.0952114619474417,224601
future_absolute_return,abs_forward_return_5m_bps,5,146,22691,236.36458333333334,-0.18081537029267467,222873
future_absolute_return,abs_forward_return_5m_bps,5,147,31771,330.9479166666667,-0.4044206729266253,225789
future_absolute_return,abs_forward_return_5m_bps,5,148,24976,260.1666666666667,-0.06990537227034542,223966
future_absolute_return,abs_forward_return_5m_bps,5,149,27129,282.59375,0.16197400181196225,224031
future_absolute_return,abs_forward_return_5m_bps,5,150,12518,130.39583333333334,0.10902690238221716,222926
future_absolute_return,abs_forward_return_5m_bps,5,151,13921,145.01041666666666,-0.4987547648012668,222981
future_absolute_return,abs_forward_return_5m_bps,5,152,8909,92.80208333333333,0.07880479891586277,224160
future_absolute_return,abs_forward_return_5m_bps,5,153,1222,12.729166666666666,0.4128209502479351,225944
future_absolute_return,abs_forward_return_5m_bps,5,154,18020,187.70833333333334,0.162070672297177,222872
future_absolute_return,abs_forward_return_5m_bps,5,155,25281,263.34375,0.0031243458564402704,223743
future_absolute_return,abs_forward_return_5m_bps,5,156,32793,341.59375,0.17360680147985724,225574
future_absolute_return,abs_forward_return_5m_bps,5,157,27700,288.5416666666667,-0.10913553315664751,224277
future_absolute_return,abs_forward_return_5m_bps,5,158,1747,18.197916666666668,0.01307834051709812,225812
future_absolute_return,abs_forward_return_5m_bps,5,159,9695,100.98958333333333,-0.1402709874732649,224138
future_absolute_return,abs_forward_return_5m_bps,5,160,30049,313.0104166666667,-0.05162502353278671,224936
future_absolute_return,abs_forward_return_5m_bps,5,161,18913,197.01041666666666,-0.524773967369113,223402
future_absolute_return,abs_forward_return_5m_bps,5,162,12973,135.13541666666666,0.06973452987833688,223064
future_absolute_return,abs_forward_return_5m_bps,5,163,28222,293.9791666666667,-0.14947368028006272,224789
future_absolute_return,abs_forward_return_5m_bps,5,164,2878,29.979166666666668,-0.11995583539016842,225921
future_absolute_return,abs_forward_return_5m_bps,5,165,18709,194.88541666666666,-0.22339244056982696,223235
future_absolute_return,abs_forward_return_5m_bps,5,166,4919,51.239583333333336,-0.0685735592470404,224635
future_absolute_return,abs_forward_return_5m_bps,5,167,8110,84.47916666666667,-0.2957859081775297,224354
future_absolute_return,abs_forward_return_5m_bps,5,168,10133,105.55208333333333,-0.0364472312165668,223757
future_absolute_return,abs_forward_return_5m_bps,5,169,18555,193.28125,-0.1971520300029177,222968
future_absolute_return,abs_forward_return_5m_bps,5,170,21658,225.60416666666666,0.037937760345319815,223129
future_absolute_return,abs_forward_return_5m_bps,5,171,22919,238.73958333333334,-0.08031981962407994,223227
future_absolute_return,abs_forward_return_5m_bps,5,172,16582,172.72916666666666,0.20494624093574818,222865
future_absolute_return,abs_forward_return_5m_bps,5,173,18781,195.63541666666666,-0.007370286305858907,223112
future_absolute_return,abs_forward_return_5m_bps,5,174,6664,69.41666666666667,-0.027041560488829126,224600
future_absolute_return,abs_forward_return_5m_bps,5,175,27884,290.4583333333333,0.08089260498907495,224128
future_absolute_return,abs_forward_return_5m_bps,5,176,33863,352.7395833333333,0.30931707253188595,225888
future_absolute_return,abs_forward_return_5m_bps,5,177,2999,31.239583333333332,-0.22954208980548227,225597
future_absolute_return,abs_forward_return_5m_bps,5,178,5423,56.489583333333336,-0.19962844128882226,224897
future_absolute_return,abs_forward_return_5m_bps,5,179,27853,290.1354166666667,0.2798878516951722,224158
future_absolute_return,abs_forward_return_5m_bps,5,180,22011,229.28125,-0.050016544573723155,222957
future_absolute_return,abs_forward_return_5m_bps,5,181,11958,124.5625,0.13225812809789766,223028
future_absolute_return,abs_forward_return_5m_bps,5,182,15821,164.80208333333334,-0.1309341592239187,222990
future_absolute_return,abs_forward_return_5m_bps,5,183,11474,119.52083333333333,-0.18595517249137236,223228
future_absolute_return,abs_forward_return_5m_bps,5,184,10418,108.52083333333333,-0.08895292402017575,223459
future_absolute_return,abs_forward_return_5m_bps,5,185,13441,140.01041666666666,-0.5710071141855855,223506
future_absolute_return,abs_forward_return_5m_bps,5,186,28604,297.9583333333333,-0.002421225606279973,224702
future_absolute_return,abs_forward_return_5m_bps,5,187,20404,212.54166666666666,0.11369898665047605,222722
future_absolute_return,abs_forward_return_5m_bps,5,188,29053,302.6354166666667,0.0030846820166200916,224804
future_absolute_return,abs_forward_return_5m_bps,5,189,23052,240.125,0.1514181990083395,223375
future_absolute_return,abs_forward_return_5m_bps,5,190,24699,257.28125,-0.09528083704034479,223634
future_absolute_return,abs_forward_return_5m_bps,5,191,26863,279.8229166666667,-0.17738801331305595,224281
future_absolute_return,abs_forward_return_5m_bps,5,192,4775,49.739583333333336,0.2680894907213909,224885
future_absolute_return,abs_forward_return_5m_bps,5,193,13390,139.47916666666666,0.02820095679454339,223079
future_absolute_return,abs_forward_return_5m_bps,5,194,2171,22.614583333333332,0.12149857419689387,225559
future_absolute_return,abs_forward_return_5m_bps,5,195,15586,162.35416666666666,-0.07599356183216018,223115
future_absolute_return,abs_forward_return_5m_bps,5,196,16296,169.75,0.18366223073029736,223161
future_absolute_return,abs_forward_return_5m_bps,5,197,7861,81.88541666666667,-0.08436019054140344,224270
future_absolute_return,abs_forward_return_5m_bps,5,198,18874,196.60416666666666,-0.09620540995874663,223106
future_absolute_return,abs_forward_return_5m_bps,5,199,30929,322.1770833333333,0.29908028620476834,225323
future_absolute_return,abs_forward_return_15m_bps,15,1,9788,101.95833333333333,-0.1556342324219453,223941
future_absolute_return,abs_forward_return_15m_bps,15,2,23104,240.66666666666666,0.30644068742990777,223143
future_absolute_return,abs_forward_return_15m_bps,15,3,8437,87.88541666666667,0.14239658581833023,224160
future_absolute_return,abs_forward_return_15m_bps,15,4,18601,193.76041666666666,0.03726720258123026,223012
future_absolute_return,abs_forward_return_15m_bps,15,5,5420,56.458333333333336,0.11009836634931024,224907
future_absolute_return,abs_forward_return_15m_bps,15,6,2930,30.520833333333332,0.21624966412811228,225396
future_absolute_return,abs_forward_return_15m_bps,15,7,31647,329.65625,0.2072779333673034,225434
future_absolute_return,abs_forward_return_15m_bps,15,8,33611,350.1145833333333,0.1080224963099998,226241
future_absolute_return,abs_forward_return_15m_bps,15,9,7954,82.85416666666667,0.16787627719140782,224317
future_absolute_return,abs_forward_return_15m_bps,15,10,28106,292.7708333333333,0.1589097564956963,224391
future_absolute_return,abs_forward_return_15m_bps,15,11,28737,299.34375,-0.2009357564745223,224521
future_absolute_return,abs_forward_return_15m_bps,15,12,8522,88.77083333333333,0.20997463144876718,224120
future_absolute_return,abs_forward_return_15m_bps,15,13,1480,15.416666666666666,0.30590585005321214,225829
future_absolute_return,abs_forward_return_15m_bps,15,14,14437,150.38541666666666,-0.0658834893359933,222571
future_absolute_return,abs_forward_return_15m_bps,15,15,31813,331.3854166666667,0.4182992015505403,225276
future_absolute_return,abs_forward_return_15m_bps,15,16,22810,237.60416666666666,-0.16356778178604742,223067
future_absolute_return,abs_forward_return_15m_bps,15,17,29525,307.5520833333333,0.2149848277429322,224643
future_absolute_return,abs_forward_return_15m_bps,15,18,29616,308.5,0.138253553497749,224904
future_absolute_return,abs_forward_return_15m_bps,15,19,9125,95.05208333333333,-0.11346568028141794,224292
future_absolute_return,abs_forward_return_15m_bps,15,20,8716,90.79166666666667,-0.05154413832333002,224436
future_absolute_return,abs_forward_return_15m_bps,15,21,11476,119.54166666666667,-0.18760554130800317,223235
future_absolute_return,abs_forward_return_15m_bps,15,22,18242,190.02083333333334,-0.5973097062912024,223215
future_absolute_return,abs_forward_return_15m_bps,15,23,10199,106.23958333333333,-0.23804997234089856,223695
future_absolute_return,abs_forward_return_15m_bps,15,24,5506,57.354166666666664,0.8815143301388887,224722
future_absolute_return,abs_forward_return_15m_bps,15,25,30202,314.6041666666667,0.6387492437503978,224622
future_absolute_return,abs_forward_return_15m_bps,15,26,11579,120.61458333333333,0.01632752277013711,223034
future_absolute_return,abs_forward_return_15m_bps,15,27,32075,334.1145833333333,0.11431695681873755,225772
future_absolute_return,abs_forward_return_15m_bps,15,28,5139,53.53125,0.13466133320822105,224640
future_absolute_return,abs_forward_return_15m_bps,15,29,14992,156.16666666666666,0.27797310317298235,223079
future_absolute_return,abs_forward_return_15m_bps,15,30,33880,352.9166666666667,0.37914923458711564,226163
future_absolute_return,abs_forward_return_15m_bps,15,31,33034,344.1041666666667,0.1195253027339583,226184
future_absolute_return,abs_forward_return_15m_bps,15,32,2505,26.09375,0.3747509609150393,225789
future_absolute_return,abs_forward_return_15m_bps,15,33,8305,86.51041666666667,-0.006032888869800093,223960
future_absolute_return,abs_forward_return_15m_bps,15,34,6256,65.16666666666667,0.6603471881498819,224561
future_absolute_return,abs_forward_return_15m_bps,15,35,5119,53.322916666666664,0.17371160979561887,224709
future_absolute_return,abs_forward_return_15m_bps,15,36,11698,121.85416666666667,-0.20349043041129855,223186
future_absolute_return,abs_forward_return_15m_bps,15,37,5789,60.302083333333336,0.2307608372273803,224772
future_absolute_return,abs_forward_return_15m_bps,15,38,32799,341.65625,0.35883201497070943,225587
future_absolute_return,abs_forward_return_15m_bps,15,39,10311,107.40625,-0.20303033494215642,223483
future_absolute_return,abs_forward_return_15m_bps,15,40,4182,43.5625,0.6329430773872505,224915
future_absolute_return,abs_forward_return_15m_bps,15,41,1045,10.885416666666666,0.4211958284930025,226043
future_absolute_return,abs_forward_return_15m_bps,15,42,22154,230.77083333333334,0.2122371146647584,223087
future_absolute_return,abs_forward_return_15m_bps,15,43,26533,276.3854166666667,-0.2306466759448025,223970
future_absolute_return,abs_forward_return_15m_bps,15,44,34279,357.0729166666667,0.017584074372719326,226560
future_absolute_return,abs_forward_return_15m_bps,15,45,8857,92.26041666666667,0.18388972163146278,224159
future_absolute_return,abs_forward_return_15m_bps,15,46,27827,289.8645833333333,-0.05740034343230656,224109
future_absolute_return,abs_forward_return_15m_bps,15,47,32418,337.6875,0.5328723140432818,225806
future_absolute_return,abs_forward_return_15m_bps,15,48,28541,297.3020833333333,-0.15418347728067736,224407
future_absolute_return,abs_forward_return_15m_bps,15,49,11584,120.66666666666667,0.26068267209137325,223084
future_absolute_return,abs_forward_return_15m_bps,15,50,21852,227.625,0.29269535397746493,222889
future_absolute_return,abs_forward_return_15m_bps,15,51,25617,266.84375,-0.17629278277561572,224244
future_absolute_return,abs_forward_return_15m_bps,15,52,16750,174.47916666666666,-0.10030201835585384,222774
future_absolute_return,abs_forward_return_15m_bps,15,53,20342,211.89583333333334,-0.33039801337049435,222960
future_absolute_return,abs_forward_return_15m_bps,15,54,31371,326.78125,0.03496952986839623,225252
future_absolute_return,abs_forward_return_15m_bps,15,55,30587,318.6145833333333,0.395476754232578,224856
future_absolute_return,abs_forward_return_15m_bps,15,56,30992,322.8333333333333,0.20912014195331244,225332
future_absolute_return,abs_forward_return_15m_bps,15,57,30128,313.8333333333333,0.24152122650150037,224709
future_absolute_return,abs_forward_return_15m_bps,15,58,18113,188.67708333333334,-0.4877812586999682,222976
future_absolute_return,abs_forward_return_15m_bps,15,59,26994,281.1875,-0.45536302440929977,224599
future_absolute_return,abs_forward_return_15m_bps,15,60,7724,80.45833333333333,0.21924826241130158,224024
future_absolute_return,abs_forward_return_15m_bps,15,61,28213,293.8854166666667,-0.06062367057230329,224647
future_absolute_return,abs_forward_return_15m_bps,15,62,30465,317.34375,0.5517952715184763,224740
future_absolute_return,abs_forward_return_15m_bps,15,63,25233,262.84375,-0.3199561190506386,223809
future_absolute_return,abs_forward_return_15m_bps,15,64,11199,116.65625,-0.006667789431630794,223268
future_absolute_return,abs_forward_return_15m_bps,15,65,29717,309.5520833333333,0.1803381409020124,224917
future_absolute_return,abs_forward_return_15m_bps,15,66,1010,10.520833333333334,0.5824812926835521,225796
future_absolute_return,abs_forward_return_15m_bps,15,67,29775,310.15625,0.16887371953139418,224992
future_absolute_return,abs_forward_return_15m_bps,15,68,10132,105.54166666666667,0.1251096961034081,223757
future_absolute_return,abs_forward_return_15m_bps,15,69,9624,100.25,-0.18505764419037912,224037
future_absolute_return,abs_forward_return_15m_bps,15,70,17659,183.94791666666666,-0.7866570209619625,222926
future_absolute_return,abs_forward_return_15m_bps,15,71,3032,31.583333333333332,0.1310166604901673,225526
future_absolute_return,abs_forward_return_15m_bps,15,72,10517,109.55208333333333,0.08541416001866496,223456
future_absolute_return,abs_forward_return_15m_bps,15,73,1357,14.135416666666666,0.051181763752618126,226385
future_absolute_return,abs_forward_return_15m_bps,15,74,17788,185.29166666666666,-0.5175973356085517,222860
future_absolute_return,abs_forward_return_15m_bps,15,75,19676,204.95833333333334,-0.5086409087470425,223269
future_absolute_return,abs_forward_return_15m_bps,15,76,26666,277.7708333333333,0.022788024266240468,224110
future_absolute_return,abs_forward_return_15m_bps,15,77,32808,341.75,0.6272537113521292,225653
future_absolute_return,abs_forward_return_15m_bps,15,78,33087,344.65625,0.4776576769164489,225617
future_absolute_return,abs_forward_return_15m_bps,15,79,2952,30.75,0.42921762803159846,225754
future_absolute_return,abs_forward_return_15m_bps,15,80,21745,226.51041666666666,-0.08183496740273422,222804
future_absolute_return,abs_forward_return_15m_bps,15,81,24849,258.84375,-0.010526934161605874,223745
future_absolute_return,abs_forward_return_15m_bps,15,82,20114,209.52083333333334,-0.39913638515195043,222917
future_absolute_return,abs_forward_return_15m_bps,15,83,4121,42.927083333333336,0.033102206419879536,225443
future_absolute_return,abs_forward_return_15m_bps,15,84,17180,178.95833333333334,-0.5015670034531389,223094
future_absolute_return,abs_forward_return_15m_bps,15,85,17336,180.58333333333334,0.08668471026827414,222600
future_absolute_return,abs_forward_return_15m_bps,15,86,10312,107.41666666666667,-0.06743015503870367,223505
